Stn Code,Sampling Date,State,City,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
426,19-11-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,32,131,30
426,23-11-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,31,129,51
426,26-11-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,34,140,46
426,30-11-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,32,149,38
426,03-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,30,132,51
426,07-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,34,154,55
426,10-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,33,166,46
426,14-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,30,158,51
426,17-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,35,171,63
426,21-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,32,133,55
426,24-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,35,184,76
426,28-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,32,138,54
426,31-12-15,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,35,173,80
427,01-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,18,71,56
427,03-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,20,75,46
427,07-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,14,67,58
427,09-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,17,68,54
427,14-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,18,72,46
427,16-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,19,79,44
427,21-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,18,73,50
427,23-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,20,69,48
427,28-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,18,73,46
427,30-09-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,15,71,52
427,01-10-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,17,78,48
427,03-10-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,18,72,52
427,07-10-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,16,71,46
427,09-10-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,19,75,52
427,14-10-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,16,76,48
427,16-10-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,19,68,50
427,28-10-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,14,71,56
427,30-10-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,16,77,48
427,02-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,17,83,58
427,04-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,19,88,48
427,07-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,15,72,52
427,09-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,19,91,46
427,16-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,17,75,50
427,18-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,14,88,52
427,21-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,17,71,46
427,23-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,19,76,50
427,28-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,17,81,52
427,30-11-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,16,76,46
427,02-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,16,84,54
427,04-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,19,77,44
427,07-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,19,87,50
427,09-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,18,74,48
427,14-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,19,87,52
427,16-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,18,87,46
427,21-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,14,82,48
427,23-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,17,69,50
427,28-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,15,78,52
427,30-12-15,Odisha,Sambalpur,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,19,84,48
428,05-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,94,52
428,08-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,82,40
428,12-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,84,46
428,15-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,95,66
428,17-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,102,74
428,19-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,86,55
428,21-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,99,64
428,28-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,91,58
428,31-01-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,84,44
428,02-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,85,48
428,04-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,93,54
428,07-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,86,42
428,09-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,100,68
428,13-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,79,38
428,18-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,81,44
428,24-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,94,62
428,26-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,87,58
428,28-02-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,93,50
428,02-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,93,42
428,07-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,99,56
428,10-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,86,38
428,13-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,78,32
428,16-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,85,44
428,18-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,83,40
428,21-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,90,52
428,24-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,99,84
428,27-03-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,84,48
428,02-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,84,NA
428,06-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,87,NA
428,09-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,77,NA
428,13-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,77,NA
428,17-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,81,NA
428,20-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,93,NA
428,23-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,87,NA
428,27-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,84,NA
428,29-04-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,93,NA
428,02-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,78,NA
428,04-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,78,NA
428,07-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,82,NA
428,11-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,94,NA
428,15-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,86,NA
428,19-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,88,NA
428,22-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,79,NA
428,25-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,82,NA
428,29-05-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,86,NA
428,01-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,75,NA
428,03-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,77,NA
428,05-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,68,NA
428,08-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,80,NA
428,11-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,76,NA
428,16-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,66,NA
428,19-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,71,NA
428,23-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,75,NA
428,26-06-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,62,NA
428,01-07-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,72,NA
428,04-07-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,66,NA
428,06-07-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,74,NA
428,09-07-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,80,NA
428,14-07-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,72,NA
428,16-07-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,68,NA
428,21-07-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,71,NA
428,24-07-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,64,NA
428,03-08-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,67,NA
428,07-08-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,63,NA
428,11-08-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,69,NA
428,14-08-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,75,NA
428,17-08-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,76,NA
428,21-08-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,64,NA
428,25-08-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,70,NA
428,31-08-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,73,NA
428,01-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,73,NA
428,04-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,69,NA
428,07-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,65,NA
428,10-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,72,NA
428,15-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,76,NA
428,21-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,71,NA
428,23-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,67,NA
428,25-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,69,NA
428,28-09-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,75,NA
428,01-10-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,76,NA
428,03-10-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,80,NA
428,05-10-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,75,NA
428,08-10-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,75,NA
428,14-10-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,86,NA
428,16-10-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,78,NA
428,19-10-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,83,NA
428,28-10-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,75,NA
428,02-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,84,NA
428,05-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,77,NA
428,09-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,81,NA
428,11-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,14,119,NA
428,13-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,13,88,NA
428,16-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,76,NA
428,20-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,73,NA
428,24-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,82,NA
428,30-11-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,75,NA
428,02-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,82,NA
428,04-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,93,NA
428,07-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,84,NA
428,10-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,100,NA
428,14-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,91,NA
428,17-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,81,NA
428,22-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,98,NA
428,26-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,96,NA
428,28-12-15,Odisha,Balasore,"Sahadevkhunta, Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,86,NA
429,02-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,77,54
429,06-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,22,72,47
429,09-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,77,48
429,13-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,23,76,46
429,16-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,80,58
429,19-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,22,75,53
429,22-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,22,70,51
429,27-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,75,53
429,30-01-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,67,42
429,04-04-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,42,23
429,07-04-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,38,20
429,10-04-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,35,21
429,13-04-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,38,24
429,17-04-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,48,28
429,21-04-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,40,24
429,24-04-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,69,38
429,28-04-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,46,26
429,01-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,49,28
429,05-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,70,36
429,08-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,40,28
429,12-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,56,32
429,15-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,47,23
429,19-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,59,33
429,22-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,45,28
429,26-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,46,25
429,29-05-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,59,35
429,02-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,40,23
429,05-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,52,28
429,09-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,57,32
429,12-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,51,27
429,16-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,55,31
429,19-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,51,35
